originalUrl,initialStatus,redirectChain,hops,finalUrl,finalStatus,htmlLen,appRootLen,words,xOgcSsr,title,h1,canonicalCount,canonical,robots,xRobotsTag,description,sitemapPresence,contentShell,passFail,notes
https://oilandgasclub.com/events,200,,0,https://oilandgasclub.com/events,200,13341,0,2,stream,Events | Oilandgasclub,,1,https://oilandgasclub.com/events,"index, follow",,Explore upcoming oil and gas events...,yes,empty-shell,FAIL,"User canonical apex; thin SSR; Google may pick another URL with more content"
http://oilandgasclub.com/events,301,301://oilandgasclub.com/events -> 200,1,https://oilandgasclub.com/events,200,13341,0,2,cache,Events | Oilandgasclub,,1,https://oilandgasclub.com/events,"index, follow",,,yes,empty-shell,PASS-redirect,"HTTP→HTTPS OK"
http://www.oilandgasclub.com/events,404,,0,http://www.oilandgasclub.com/events,404,0,0,0,,,,,,,no,n/a,FAIL,"HTTP www broken (404) — should 301 to https apex"
https://www.oilandgasclub.com/events,200,,0,https://www.oilandgasclub.com/events,200,13341,0,2,cache,Events | Oilandgasclub,,1,https://oilandgasclub.com/events,"index, follow",,,yes,empty-shell,FAIL,"CRITICAL: www returns 200 soft-duplicate; user canonical non-www — GSC chose-different-canonical"
https://oilandgasclub.com/events/,200,,0,https://oilandgasclub.com/events/,200,13341,0,2,stream,Events | Oilandgasclub,,1,https://oilandgasclub.com/events,"index, follow",,,yes,empty-shell,FAIL,"Trailing slash returns 200 duplicate (should 301)"
https://www.oilandgasclub.com/events/,200,,0,https://www.oilandgasclub.com/events/,200,13341,0,2,cache,Events | Oilandgasclub,,1,https://oilandgasclub.com/events,"index, follow",,,yes,empty-shell,FAIL,"www + trailing slash both 200"
https://oilandgasclub.com/blog,200,,0,https://oilandgasclub.com/blog,200,13313,0,2,stream,Blog | Oilandgasclub,,1,https://oilandgasclub.com/blog,"index, follow",,Read the latest oil and gas industry blogs...,yes,empty-shell,FAIL,"Thin SSR listing; no H1 in HTML; meta-only"
https://www.oilandgasclub.com/blog,200,,0,https://www.oilandgasclub.com/blog,200,13313,0,2,cache,Blog | Oilandgasclub,,1,https://oilandgasclub.com/blog,"index, follow",,,yes,empty-shell,FAIL,"www soft-duplicate of /blog"
https://oilandgasclub.com/blog/,200,,0,https://oilandgasclub.com/blog/,200,13313,0,2,stream,Blog | Oilandgasclub,,1,https://oilandgasclub.com/blog,"index, follow",,,yes,empty-shell,FAIL,"Trailing slash 200"
https://blog.oilandgasclub.com/,502,,0,https://blog.oilandgasclub.com/,502,0,0,0,,,,,,,no,n/a,FAIL,"Legacy blog host 502 — must 301 to https://oilandgasclub.com/blog"
https://www.blog.oilandgasclub.com/,502,,0,https://www.blog.oilandgasclub.com/,502,0,0,0,,,,,,,no,n/a,FAIL,"www.blog 502 — must 301 to /blog"
https://oilandgasclub.com/instrumentation-design-course,200,,0,https://oilandgasclub.com/instrumentation-design-course,200,13311,0,4,stream,Instrumentation Design Course | Oilandgasclub,,1,https://oilandgasclub.com/instrumentation-design-course,"index, follow",,Instrumentation Design Course,yes,empty-shell,FAIL,"Official course slug; meta-only empty app-root"
https://www.oilandgasclub.com/instrumentation-design-course,200,,0,https://www.oilandgasclub.com/instrumentation-design-course,200,13311,0,4,cache,Instrumentation Design Course | Oilandgasclub,,1,https://oilandgasclub.com/instrumentation-design-course,"index, follow",,,yes,empty-shell,FAIL,"GSC affected URL: www 200 vs user canonical non-www"
https://oilandgasclub.com/instrumentation-design-course/,200,,0,https://oilandgasclub.com/instrumentation-design-course/,200,13311,0,4,stream,Instrumentation Design Course | Oilandgasclub,,1,https://oilandgasclub.com/instrumentation-design-course,"index, follow",,,yes,empty-shell,FAIL,"Trailing slash 200"
https://www.oilandgasclub.com/instrumentation-design-course/,200,,0,https://www.oilandgasclub.com/instrumentation-design-course/,200,13311,0,4,cache,Instrumentation Design Course | Oilandgasclub,,1,https://oilandgasclub.com/instrumentation-design-course,"index, follow",,,yes,empty-shell,FAIL,"www + slash 200"
https://oilandgasclub.com/course/instrumentation-design-course,301,/instrumentation-design-course -> 200,1,https://oilandgasclub.com/instrumentation-design-course,200,13311,0,4,cache,Instrumentation Design Course | Oilandgasclub,,1,https://oilandgasclub.com/instrumentation-design-course,"index, follow",,,yes,empty-shell,PASS-redirect,"Legacy /course/:slug Express 301 OK"
https://oilandgasclub.com/courses/instrumentation-design-course,200,,0,https://oilandgasclub.com/courses/instrumentation-design-course,200,12336,0,10,stream,Oilandgasclub | Self-Learning Platform...,,0,,,index follow,,,no,homepage-shell,FAIL,"CRITICAL soft-200: homepage title, no canonical — must Express 301 to /:slug"
